0,0,92.8446,344.266,357.946,347.252,447.279
0,1,-131.758,277.626,-359.649,370.087,447.279
0,2,17.169,431.541,447.731,-15.2509,447.279
0,3,-107.215,336.079,-289.195,148.172,447.279
0,4,-131.758,457.155,-359.649,370.087,447.279
0,5,-94.2265,-80.1417,371.072,311.228,447.279
0,6,220.633,82.0198,37.3732,258.616,447.279
0,7,-140.429,174.752,-275.555,278.345,447.279
0,8,-107.215,243.817,-289.195,148.172,447.279
0,9,-277.679,-113.511,402.598,-50.05,447.279
0,10,113.063,402.349,-161.666,469.809,447.279
0,11,-335.803,383.125,40.7882,79.574,447.279
0,12,107.831,-174.953,-500,134.274,447.279
0,13,458.949,152.79,135.059,495.3,447.279
0,14,80.5244,-85.6314,-25.3025,123.51,447.279
0,15,-161.992,174.752,-275.555,278.345,447.279
0,16,449.571,162.527,-486.428,122.846,447.279
0,17,5.57406,410.905,-293.034,425.733,447.279
0,18,500,303.452,-270.614,379.202,447.279
0,19,479.587,-136.132,-19.1065,188.661,447.279
0,20,380.476,418.235,-283.178,65.1889,447.279
0,21,365.103,8.96896,416.723,421.158,447.279
0,22,51.9288,-48.8408,-480.012,-58.2891,447.279
0,23,173.66,500,378.193,9.62437,447.279
0,24,-143.468,252.788,381.342,-500,447.279
0,25,455.401,432.557,-371.876,499.041,447.279
0,26,-263.911,-103.419,-112.089,169.746,447.279
0,27,435.539,346.311,50.1962,24.5482,447.279
0,28,-56.5471,-270.423,34.4139,413.962,447.279
0,29,-42.7952,-69.3014,439.128,278.389,447.279
0,30,449.571,162.527,-486.428,484.907,447.279
0,31,5.57406,500,-293.034,425.733,447.279
0,32,-380.51,24.7994,-311.123,416.861,447.279
0,33,-88.2121,-302.449,-210.37,-357.88,447.279
0,34,-158.088,-118.307,500,147.014,447.279
0,35,160.636,64.7157,-53.8655,-277.875,447.279
0,36,380.476,405.777,-283.178,65.1889,447.279
0,37,354.902,486.452,396.497,285.73,447.279
0,38,410.448,-201.07,-104.762,65.912,447.279
0,39,113.938,456.536,-239.021,-268.985,447.279
0,40,202.042,247.323,-18.9782,460.314,447.279
0,41,-208.057,457.155,-359.649,370.087,447.279
0,42,-470.199,383.125,40.7882,79.574,447.279
0,43,392.136,-122.416,38.4247,152.299,447.279
0,44,177.567,71.0086,137.836,-373.685,447.279
0,45,204.671,147.749,-146.061,263.233,447.279
0,46,-143.468,252.788,381.342,-488.331,447.279
0,47,-165.33,174.752,-275.555,278.345,447.279
0,48,-500,431.541,447.731,-15.2509,447.279
0,49,380.476,418.235,33.406,65.1889,447.279
0,50,-314.918,431.541,447.731,-15.2509,447.279
0,51,-71.3027,418.03,-293.034,425.733,447.279
0,52,-14.8241,132.738,463.433,183.026,447.279
0,53,21.6043,-307.047,-287.073,307.023,447.279
0,54,46.2073,-92.6922,-323.015,469.632,447.279
0,55,-277.679,-111.716,402.598,-50.05,447.279
0,56,-5.71023,65.7651,-278.165,267.491,447.279
0,57,77.3081,-332.177,-132.529,-31.3264,447.279
0,58,177.567,71.0086,137.836,-246.044,447.279
0,59,-107.215,336.079,-335.691,148.172,447.279
0,60,455.401,432.557,-371.876,372.173,447.279
0,61,92.8446,401.346,357.946,347.252,447.279
0,62,-470.199,383.125,18.6411,79.574,447.279
0,63,77.3081,-332.177,-500,-31.3264,447.279
0,64,-68.4622,388.304,441.193,3.01225,447.279
0,65,202.042,206.542,-18.9782,460.314,447.279
0,66,160.636,64.7157,-27.3499,-277.875,447.279
0,67,211.217,17.4308,384.472,53.6338,447.279
0,68,73.6425,-106.067,426.547,-494.456,447.279
0,69,228.499,-144.246,-287.067,-137.973,447.279
0,70,378.3,-136.674,3.20692,267.488,447.279
0,71,414.476,326.368,-88.2536,130.843,447.279
0,72,414.476,457.625,-88.2536,130.843,447.279
0,73,457.846,303.452,-270.614,379.202,447.279
0,74,92.4964,286.172,-345.704,468.291,447.279
0,75,-128.405,388.304,441.193,3.01225,447.279
0,76,-42.7952,-66.7236,439.128,278.389,447.279
0,77,350.578,194.824,-354.63,-46.8277,447.279
0,78,-284.423,-146.095,-7.36408,413.301,447.279
0,79,73.6425,7.4001,426.547,-494.456,447.279
0,80,-86.9037,156.529,261.93,432.629,447.279
0,81,257.665,500,-242.415,393.065,447.279
0,82,218.422,-110.325,-357.283,-174.694,447.279
0,83,449.571,239.905,-486.428,122.846,447.279
0,84,277.679,473.648,-97.6394,52.7719,447.279
0,85,-56.5471,-171.585,34.4139,413.962,447.279
0,86,121.274,402.349,-161.666,469.809,447.279
0,87,435.539,347.796,50.1962,24.5482,447.279
0,88,341.041,192.634,-274.691,-137.66,447.279
0,89,16.0946,-42.6678,308.362,-500,447.279
0,90,73.6425,-106.067,42.291,-494.456,447.279
0,91,-107.215,336.079,-289.195,137.723,447.279
0,92,5.57406,418.03,-293.034,221.132,447.279
0,93,5.57406,418.03,-293.034,425.733,447.279
0,94,-278.33,-146.095,-7.36408,413.301,447.279
0,95,254.929,-144.246,-287.067,-137.973,447.279
0,96,-170.429,-138.349,-133.993,-75.27,447.279
0,97,365.103,389.221,416.723,421.158,447.279
0,98,392.136,-122.416,24.1999,152.299,447.279
0,99,-68.4622,388.304,441.193,30.2279,447.279
1,0,-71.3027,500,-293.034,425.733,402.352
1,1,414.476,457.625,-52.974,130.843,402.352
1,2,17.169,431.541,447.731,-15.2509,402.352
1,3,414.476,396.062,-113.051,130.843,402.352
1,4,-71.3027,100.732,-293.034,425.733,402.352
1,5,121.274,442.286,-161.666,469.809,402.352
1,6,365.103,-272.26,383.513,421.158,402.352
1,7,-284.423,-109.559,-7.36408,413.301,402.352
1,8,365.103,396.2,416.723,421.158,402.352
1,9,-277.679,-113.511,402.598,-3.55997,402.352
1,10,113.063,402.349,-121.271,469.809,402.352
1,11,-335.803,383.125,40.7882,360.587,402.352
1,12,107.831,-174.953,-500,134.274,402.352
1,13,458.949,152.79,135.059,495.3,402.352
1,14,-30.3769,-270.423,207.544,413.962,402.352
1,15,177.567,71.0086,96.0888,-260.271,402.352
1,16,449.571,162.527,-486.428,122.846,402.352
1,17,5.57406,410.905,-293.034,425.733,402.352
1,18,-470.199,383.125,435.001,292.54,402.352
1,19,479.587,-136.132,-19.1065,188.661,402.352
1,20,380.476,418.235,-283.178,65.1889,402.352
1,21,365.103,-272.26,416.723,421.158,402.352
1,22,-107.215,500,-335.691,165.851,402.352
1,23,380.476,438.833,-283.178,65.1889,402.352
1,24,-125.015,168.407,261.93,432.629,402.352
1,25,231.95,-144.246,-287.067,-137.973,402.352
1,26,-263.911,-103.419,-112.089,169.746,402.352
1,27,-131.758,478.423,-500,370.087,402.352
1,28,-56.5471,-270.423,207.544,413.962,402.352
1,29,-110.995,-69.3014,439.128,278.389,402.352
1,30,207.645,-226.11,-287.067,-137.973,402.352
1,31,5.57406,500,-293.034,425.733,402.352
1,32,-380.51,24.7994,-311.123,416.861,402.352
1,33,17.169,431.541,447.731,62.7741,402.352
1,34,10.5433,500,-293.034,425.733,402.352
1,35,-277.679,-111.716,387.983,-50.05,402.352
1,36,380.476,405.777,-283.178,65.1889,402.352
1,37,380.476,418.235,-283.178,-178.598,402.352
1,38,-269.074,-113.511,402.598,-3.55997,402.352
1,39,113.938,456.536,-239.021,-268.985,402.352
1,40,-226.821,431.541,447.731,-15.2509,402.352
1,41,-295.751,457.155,-359.649,370.087,402.352
1,42,-470.199,383.125,435.001,79.574,402.352
1,43,392.136,-122.416,38.4247,152.299,402.352
1,44,-115.638,388.304,441.193,-318.36,402.352
1,45,-284.423,-146.095,-108.005,413.301,402.352
1,46,-143.468,252.788,381.342,-488.331,402.352
1,47,-165.33,174.752,-275.555,278.345,402.352
